"","dataset_id","sub_site","site","region","year","month","day","reported_taxa","abundance","unit","X","country","latitude","longitude"
"26",68,NA,979,"Hluhluwe",1995,NA,NA,"Panthera leo",19,"Relative abundance",17,"South Africa",-28.21666667,32.26666667
"27",68,NA,979,"Hluhluwe",1996,NA,NA,"Panthera leo",22,"Relative abundance",17,"South Africa",-28.21666667,32.26666667
"28",68,NA,979,"Hluhluwe",1997,NA,NA,"Panthera leo",25,"Relative abundance",17,"South Africa",-28.21666667,32.26666667
"29",68,NA,979,"Hluhluwe",1998,NA,NA,"Panthera leo",24,"Relative abundance",17,"South Africa",-28.21666667,32.26666667
"30",68,NA,979,"Hluhluwe",1999,NA,NA,"Panthera leo",21,"Relative abundance",17,"South Africa",-28.21666667,32.26666667
"31",68,NA,979,"Hluhluwe",2000,NA,NA,"Panthera leo",22,"Relative abundance",17,"South Africa",-28.21666667,32.26666667
"32",68,NA,979,"Hluhluwe",2001,NA,NA,"Panthera leo",21,"Relative abundance",17,"South Africa",-28.21666667,32.26666667
"33",68,NA,979,"Hluhluwe",2002,NA,NA,"Panthera leo",25,"Relative abundance",17,"South Africa",-28.21666667,32.26666667
"34",68,NA,979,"Hluhluwe",2003,NA,NA,"Panthera leo",27,"Relative abundance",17,"South Africa",-28.21666667,32.26666667
"35",68,NA,979,"Hluhluwe",2004,NA,NA,"Panthera leo",29,"Relative abundance",17,"South Africa",-28.21666667,32.26666667
"36",68,NA,979,"Hluhluwe",2005,NA,NA,"Panthera leo",28,"Relative abundance",17,"South Africa",-28.21666667,32.26666667
"37",68,NA,979,"Hluhluwe",2006,NA,NA,"Panthera leo",42,"Relative abundance",17,"South Africa",-28.21666667,32.26666667
"38",68,NA,979,"Hluhluwe",2007,NA,NA,"Panthera leo",56,"Relative abundance",17,"South Africa",-28.21666667,32.26666667
"39",68,NA,981,"Bardia National Park",2006,NA,NA,"Panthera tigris",6,"Relative abundance",18,NA,39.86595,-75.17879
"40",68,NA,981,"Bardia National Park",2008,NA,NA,"Panthera tigris",4,"Relative abundance",18,NA,39.86595,-75.17879
"41",68,NA,981,"Bardia National Park",2010,NA,NA,"Panthera tigris",13,"Relative abundance",18,NA,39.86595,-75.17879
"42",68,NA,981,"Bardia National Park",2011,NA,NA,"Panthera tigris",14,"Relative abundance",18,NA,39.86595,-75.17879
"43",68,NA,981,"Bardia National Park",2014,NA,NA,"Panthera tigris",15,"Relative abundance",18,NA,39.86595,-75.17879
"44",68,NA,982,"Suklaphanta National Park",2009,NA,NA,"Panthera tigris",5,"Relative abundance",19,NA,28.9234554,80.3153584
"45",68,NA,982,"Suklaphanta National Park",2010,NA,NA,"Panthera tigris",8,"Relative abundance",19,NA,28.9234554,80.3153584
"46",68,NA,982,"Suklaphanta National Park",2011,NA,NA,"Panthera tigris",14,"Relative abundance",19,NA,28.9234554,80.3153584
"47",68,NA,982,"Suklaphanta National Park",2012,NA,NA,"Panthera tigris",14,"Relative abundance",19,NA,28.9234554,80.3153584
"48",68,NA,982,"Suklaphanta National Park",2013,NA,NA,"Panthera tigris",13,"Relative abundance",19,NA,28.9234554,80.3153584
"49",68,NA,1001,"Latvia",2004,NA,NA,"Lynx lynx",246,"Relative abundance",38,"Latvia",55.6806895,26.6303595
"50",68,NA,1001,"Latvia",2005,NA,NA,"Lynx lynx",280,"Relative abundance",38,"Latvia",55.6806895,26.6303595
"51",68,NA,1001,"Latvia",2006,NA,NA,"Lynx lynx",310,"Relative abundance",38,"Latvia",55.6806895,26.6303595
"52",68,NA,1001,"Latvia",2007,NA,NA,"Lynx lynx",360,"Relative abundance",38,"Latvia",55.6806895,26.6303595
"53",68,NA,1001,"Latvia",2008,NA,NA,"Lynx lynx",480,"Relative abundance",38,"Latvia",55.6806895,26.6303595
"54",68,NA,1001,"Latvia",2009,NA,NA,"Lynx lynx",522,"Relative abundance",38,"Latvia",55.6806895,26.6303595
"55",68,NA,1001,"Latvia",2010,NA,NA,"Lynx lynx",504,"Relative abundance",38,"Latvia",55.6806895,26.6303595
"56",68,NA,1001,"Latvia",2011,NA,NA,"Lynx lynx",611,"Relative abundance",38,"Latvia",55.6806895,26.6303595
"57",68,NA,1001,"Latvia",2012,NA,NA,"Lynx lynx",614,"Relative abundance",38,"Latvia",55.6806895,26.6303595
"58",68,NA,1001,"Latvia",2013,NA,NA,"Lynx lynx",600,"Relative abundance",38,"Latvia",55.6806895,26.6303595
"59",68,NA,1001,"Latvia",2014,NA,NA,"Lynx lynx",880,"Relative abundance",38,"Latvia",55.6806895,26.6303595
"60",68,NA,1017,"Bulgaria",1998,NA,NA,"Canis aureus",19500,"Relative abundance",46,"Bulgaria",41.6343859,25.377078
"61",68,NA,1017,"Bulgaria",1999,NA,NA,"Canis aureus",21800,"Relative abundance",46,"Bulgaria",41.6343859,25.377078
"62",68,NA,1017,"Bulgaria",2000,NA,NA,"Canis aureus",19400,"Relative abundance",46,"Bulgaria",41.6343859,25.377078
"63",68,NA,1017,"Bulgaria",2001,NA,NA,"Canis aureus",24000,"Relative abundance",46,"Bulgaria",41.6343859,25.377078
"64",68,NA,1017,"Bulgaria",2002,NA,NA,"Canis aureus",23500,"Relative abundance",46,"Bulgaria",41.6343859,25.377078
"65",68,NA,1017,"Bulgaria",2003,NA,NA,"Canis aureus",26700,"Relative abundance",46,"Bulgaria",41.6343859,25.377078
"66",68,NA,1017,"Bulgaria",2004,NA,NA,"Canis aureus",27100,"Relative abundance",46,"Bulgaria",41.6343859,25.377078
"67",68,NA,1017,"Bulgaria",2005,NA,NA,"Canis aureus",28400,"Relative abundance",46,"Bulgaria",41.6343859,25.377078
"68",68,NA,1017,"Bulgaria",2006,NA,NA,"Canis aureus",28200,"Relative abundance",46,"Bulgaria",41.6343859,25.377078
"69",68,NA,1017,"Bulgaria",2007,NA,NA,"Canis aureus",33000,"Relative abundance",46,"Bulgaria",41.6343859,25.377078
"70",68,NA,1017,"Bulgaria",2008,NA,NA,"Canis aureus",33300,"Relative abundance",46,"Bulgaria",41.6343859,25.377078
"71",68,NA,1017,"Bulgaria",2009,NA,NA,"Canis aureus",36000,"Relative abundance",46,"Bulgaria",41.6343859,25.377078
"72",68,NA,1017,"Bulgaria",2010,NA,NA,"Canis aureus",35700,"Relative abundance",46,"Bulgaria",41.6343859,25.377078
"73",68,NA,1017,"Bulgaria",2011,NA,NA,"Canis aureus",39400,"Relative abundance",46,"Bulgaria",41.6343859,25.377078
"74",68,NA,1018,"Southern Neuquen Province",1989,NA,NA,"Lycalopex culpaeus",14.5,"Relative abundance",47,"Argentina",-40,-71
"75",68,NA,1018,"Southern Neuquen Province",1990,NA,NA,"Lycalopex culpaeus",15,"Relative abundance",47,"Argentina",-40,-71
"76",68,NA,1018,"Southern Neuquen Province",1991,NA,NA,"Lycalopex culpaeus",17,"Relative abundance",47,"Argentina",-40,-71
"77",68,NA,1018,"Southern Neuquen Province",1992,NA,NA,"Lycalopex culpaeus",16.5,"Relative abundance",47,"Argentina",-40,-71
"78",68,NA,1018,"Southern Neuquen Province",1993,NA,NA,"Lycalopex culpaeus",19,"Relative abundance",47,"Argentina",-40,-71
"79",68,NA,1019,"Zywiecki Lanscape Park",1996,NA,NA,"Canis lupus",2,"Relative abundance",48,"Poland",49.63333333,19.6
"80",68,NA,1019,"Zywiecki Lanscape Park",1997,NA,NA,"Canis lupus",2,"Relative abundance",48,"Poland",49.63333333,19.6
"81",68,NA,1019,"Zywiecki Lanscape Park",1998,NA,NA,"Canis lupus",2,"Relative abundance",48,"Poland",49.63333333,19.6
"82",68,NA,1019,"Zywiecki Lanscape Park",1999,NA,NA,"Canis lupus",3,"Relative abundance",48,"Poland",49.63333333,19.6
"83",68,NA,1019,"Zywiecki Lanscape Park",2000,NA,NA,"Canis lupus",3,"Relative abundance",48,"Poland",49.63333333,19.6
"84",68,NA,1019,"Zywiecki Lanscape Park",2001,NA,NA,"Canis lupus",5,"Relative abundance",48,"Poland",49.63333333,19.6
"85",68,NA,1019,"Zywiecki Lanscape Park",2002,NA,NA,"Canis lupus",5,"Relative abundance",48,"Poland",49.63333333,19.6
"86",68,NA,1019,"Zywiecki Lanscape Park",2003,NA,NA,"Canis lupus",8,"Relative abundance",48,"Poland",49.63333333,19.6
"87",68,NA,1019,"Zywiecki Lanscape Park",2004,NA,NA,"Canis lupus",6,"Relative abundance",48,"Poland",49.63333333,19.6
"88",68,NA,1019,"Zywiecki Lanscape Park",2005,NA,NA,"Canis lupus",9,"Relative abundance",48,"Poland",49.63333333,19.6
"89",68,NA,1019,"Zywiecki Lanscape Park",2006,NA,NA,"Canis lupus",7,"Relative abundance",48,"Poland",49.63333333,19.6
"90",68,NA,1019,"Zywiecki Lanscape Park",2007,NA,NA,"Canis lupus",9,"Relative abundance",48,"Poland",49.63333333,19.6
"91",68,NA,1019,"Zywiecki Lanscape Park",2008,NA,NA,"Canis lupus",8,"Relative abundance",48,"Poland",49.63333333,19.6
"92",68,NA,1020,"Central Alaska",1999,NA,NA,"Canis latrans",14,"Relative abundance",49,"United States",63.95,-147.3
"93",68,NA,1020,"Central Alaska",1999.08,NA,NA,"Canis latrans",31,"Relative abundance",49,"United States",63.95,-147.3
"94",68,NA,1020,"Central Alaska",1999.16,NA,NA,"Canis latrans",27,"Relative abundance",49,"United States",63.95,-147.3
"95",68,NA,1020,"Central Alaska",1999.91,NA,NA,"Canis latrans",35,"Relative abundance",49,"United States",63.95,-147.3
"96",68,NA,1020,"Central Alaska",1999.99,NA,NA,"Canis latrans",33,"Relative abundance",49,"United States",63.95,-147.3
"97",68,NA,1020,"Central Alaska",2000.07,NA,NA,"Canis latrans",24,"Relative abundance",49,"United States",63.95,-147.3
"98",68,NA,1020,"Central Alaska",2000.82,NA,NA,"Canis latrans",26,"Relative abundance",49,"United States",63.95,-147.3
"99",68,NA,1020,"Central Alaska",2000.9,NA,NA,"Canis latrans",25,"Relative abundance",49,"United States",63.95,-147.3
"100",68,NA,1020,"Central Alaska",2000.98,NA,NA,"Canis latrans",20,"Relative abundance",49,"United States",63.95,-147.3
"101",68,NA,1058,"Nakuru Wildlife Conservancy",1996,NA,NA,"Acinonyx jubatus",0.005238979,"Relative abundance",64,"Kenya",0.459,36.20666667
"102",68,NA,1058,"Nakuru Wildlife Conservancy",1996.50411,NA,NA,"Acinonyx jubatus",0.004747458,"Relative abundance",64,"Kenya",0.459,36.20666667
"103",68,NA,1058,"Nakuru Wildlife Conservancy",1997,NA,NA,"Acinonyx jubatus",0.000767884,"Relative abundance",64,"Kenya",0.459,36.20666667
"104",68,NA,1058,"Nakuru Wildlife Conservancy",1997.586301,NA,NA,"Acinonyx jubatus",0.011253976,"Relative abundance",64,"Kenya",0.459,36.20666667
"105",68,NA,1058,"Nakuru Wildlife Conservancy",1998,NA,NA,"Acinonyx jubatus",0.003507028,"Relative abundance",64,"Kenya",0.459,36.20666667
"106",68,NA,1058,"Nakuru Wildlife Conservancy",1998.586301,NA,NA,"Acinonyx jubatus",0.00139568,"Relative abundance",64,"Kenya",0.459,36.20666667
"107",68,NA,1058,"Nakuru Wildlife Conservancy",1999.084932,NA,NA,"Acinonyx jubatus",0.006447343,"Relative abundance",64,"Kenya",0.459,36.20666667
"108",68,NA,1058,"Nakuru Wildlife Conservancy",1999.586301,NA,NA,"Acinonyx jubatus",0.002851762,"Relative abundance",64,"Kenya",0.459,36.20666667
"109",68,NA,1058,"Nakuru Wildlife Conservancy",2000.087671,NA,NA,"Acinonyx jubatus",0.001989361,"Relative abundance",64,"Kenya",0.459,36.20666667
"110",68,NA,1058,"Nakuru Wildlife Conservancy",2000.506849,NA,NA,"Acinonyx jubatus",0.002277467,"Relative abundance",64,"Kenya",0.459,36.20666667
"111",68,NA,1058,"Nakuru Wildlife Conservancy",2000.841096,NA,NA,"Acinonyx jubatus",0.005504988,"Relative abundance",64,"Kenya",0.459,36.20666667
"112",68,NA,1058,"Nakuru Wildlife Conservancy",2002.005479,NA,NA,"Acinonyx jubatus",0.003023248,"Relative abundance",64,"Kenya",0.459,36.20666667
"113",68,NA,1058,"Nakuru Wildlife Conservancy",2002.509589,NA,NA,"Acinonyx jubatus",0.001351261,"Relative abundance",64,"Kenya",0.459,36.20666667
"114",68,NA,1058,"Nakuru Wildlife Conservancy",2003.589041,NA,NA,"Acinonyx jubatus",0.000911323,"Relative abundance",64,"Kenya",0.459,36.20666667
"115",68,NA,1058,"Nakuru Wildlife Conservancy",2004.509589,NA,NA,"Acinonyx jubatus",0.001566982,"Relative abundance",64,"Kenya",0.459,36.20666667
"116",68,NA,1058,"Nakuru Wildlife Conservancy",2005.090411,NA,NA,"Acinonyx jubatus",0.003862346,"Relative abundance",64,"Kenya",0.459,36.20666667
"117",68,NA,1058,"Nakuru Wildlife Conservancy",2005.591781,NA,NA,"Acinonyx jubatus",0.004627582,"Relative abundance",64,"Kenya",0.459,36.20666667
"118",68,NA,1058,"Nakuru Wildlife Conservancy",2008.093151,NA,NA,"Acinonyx jubatus",0.00075665,"Relative abundance",64,"Kenya",0.459,36.20666667
"119",68,NA,1058,"Nakuru Wildlife Conservancy",2009.512329,NA,NA,"Acinonyx jubatus",0.0015133,"Relative abundance",64,"Kenya",0.459,36.20666667
"120",68,NA,1058,"Nakuru Wildlife Conservancy",2012.59726,NA,NA,"Acinonyx jubatus",0,"Relative abundance",64,"Kenya",0.459,36.20666667
"121",68,NA,1058,"Nakuru Wildlife Conservancy",2013.178082,NA,NA,"Acinonyx jubatus",0,"Relative abundance",64,"Kenya",0.459,36.20666667
"122",68,NA,1058,"Nakuru Wildlife Conservancy",2014.178082,NA,NA,"Acinonyx jubatus",0,"Relative abundance",64,"Kenya",0.459,36.20666667
"123",68,NA,1058,"Nakuru Wildlife Conservancy",2014.59726,NA,NA,"Acinonyx jubatus",0,"Relative abundance",64,"Kenya",0.459,36.20666667
"124",68,NA,1058,"Nakuru Wildlife Conservancy",2015.178082,NA,NA,"Acinonyx jubatus",0,"Relative abundance",64,"Kenya",0.459,36.20666667
"125",68,NA,1059,"Nakuru Wildlife Conservancy",1996,NA,NA,"Panthera pardus",0.009604794,"Relative abundance",65,"Kenya",0.459,36.20666667
"126",68,NA,1059,"Nakuru Wildlife Conservancy",1996.50411,NA,NA,"Panthera pardus",0.015033615,"Relative abundance",65,"Kenya",0.459,36.20666667
"127",68,NA,1059,"Nakuru Wildlife Conservancy",1997,NA,NA,"Panthera pardus",0.011518264,"Relative abundance",65,"Kenya",0.459,36.20666667
"128",68,NA,1059,"Nakuru Wildlife Conservancy",1997.586301,NA,NA,"Panthera pardus",0.013397591,"Relative abundance",65,"Kenya",0.459,36.20666667
"129",68,NA,1059,"Nakuru Wildlife Conservancy",1998,NA,NA,"Panthera pardus",0.011222488,"Relative abundance",65,"Kenya",0.459,36.20666667
"130",68,NA,1059,"Nakuru Wildlife Conservancy",1998.586301,NA,NA,"Panthera pardus",0.011165441,"Relative abundance",65,"Kenya",0.459,36.20666667
"131",68,NA,1059,"Nakuru Wildlife Conservancy",1999.084932,NA,NA,"Panthera pardus",0.010745572,"Relative abundance",65,"Kenya",0.459,36.20666667
"132",68,NA,1059,"Nakuru Wildlife Conservancy",1999.586301,NA,NA,"Panthera pardus",0.008555286,"Relative abundance",65,"Kenya",0.459,36.20666667
"133",68,NA,1059,"Nakuru Wildlife Conservancy",2000.087671,NA,NA,"Panthera pardus",0.014588647,"Relative abundance",65,"Kenya",0.459,36.20666667
"134",68,NA,1059,"Nakuru Wildlife Conservancy",2000.506849,NA,NA,"Panthera pardus",0.014423957,"Relative abundance",65,"Kenya",0.459,36.20666667
"135",68,NA,1059,"Nakuru Wildlife Conservancy",2000.841096,NA,NA,"Panthera pardus",0.010321853,"Relative abundance",65,"Kenya",0.459,36.20666667
"136",68,NA,1059,"Nakuru Wildlife Conservancy",2002.005479,NA,NA,"Panthera pardus",0.011337179,"Relative abundance",65,"Kenya",0.459,36.20666667
"137",68,NA,1059,"Nakuru Wildlife Conservancy",2002.509589,NA,NA,"Panthera pardus",0.016215136,"Relative abundance",65,"Kenya",0.459,36.20666667
"138",68,NA,1059,"Nakuru Wildlife Conservancy",2003.087671,NA,NA,"Panthera pardus",0.005561674,"Relative abundance",65,"Kenya",0.459,36.20666667
"139",68,NA,1059,"Nakuru Wildlife Conservancy",2003.589041,NA,NA,"Panthera pardus",0.004556614,"Relative abundance",65,"Kenya",0.459,36.20666667
"140",68,NA,1059,"Nakuru Wildlife Conservancy",2004.005479,NA,NA,"Panthera pardus",0.004960457,"Relative abundance",65,"Kenya",0.459,36.20666667
"141",68,NA,1059,"Nakuru Wildlife Conservancy",2004.509589,NA,NA,"Panthera pardus",0.002350472,"Relative abundance",65,"Kenya",0.459,36.20666667
"142",68,NA,1059,"Nakuru Wildlife Conservancy",2005.090411,NA,NA,"Panthera pardus",0.012359507,"Relative abundance",65,"Kenya",0.459,36.20666667
"143",68,NA,1059,"Nakuru Wildlife Conservancy",2005.591781,NA,NA,"Panthera pardus",0.013882746,"Relative abundance",65,"Kenya",0.459,36.20666667
"144",68,NA,1059,"Nakuru Wildlife Conservancy",2006.090411,NA,NA,"Panthera pardus",0.009121694,"Relative abundance",65,"Kenya",0.459,36.20666667
"145",68,NA,1059,"Nakuru Wildlife Conservancy",2006.509589,NA,NA,"Panthera pardus",0.007566498,"Relative abundance",65,"Kenya",0.459,36.20666667
"146",68,NA,1059,"Nakuru Wildlife Conservancy",2007.172603,NA,NA,"Panthera pardus",0.012863046,"Relative abundance",65,"Kenya",0.459,36.20666667
"147",68,NA,1059,"Nakuru Wildlife Conservancy",2007.591781,NA,NA,"Panthera pardus",0.009836447,"Relative abundance",65,"Kenya",0.459,36.20666667
"148",68,NA,1059,"Nakuru Wildlife Conservancy",2008.093151,NA,NA,"Panthera pardus",0.009836447,"Relative abundance",65,"Kenya",0.459,36.20666667
"149",68,NA,1059,"Nakuru Wildlife Conservancy",2008.594521,NA,NA,"Panthera pardus",0.008323147,"Relative abundance",65,"Kenya",0.459,36.20666667
"150",68,NA,1059,"Nakuru Wildlife Conservancy",2009.175342,NA,NA,"Panthera pardus",0.009080909,"Relative abundance",65,"Kenya",0.459,36.20666667
"151",68,NA,1059,"Nakuru Wildlife Conservancy",2009.512329,NA,NA,"Panthera pardus",0.006809848,"Relative abundance",65,"Kenya",0.459,36.20666667
"152",68,NA,1059,"Nakuru Wildlife Conservancy",2010.093151,NA,NA,"Panthera pardus",0.007566498,"Relative abundance",65,"Kenya",0.459,36.20666667
"153",68,NA,1059,"Nakuru Wildlife Conservancy",2010.594521,NA,NA,"Panthera pardus",0.006053198,"Relative abundance",65,"Kenya",0.459,36.20666667
"154",68,NA,1059,"Nakuru Wildlife Conservancy",2011.175342,NA,NA,"Panthera pardus",0.006809848,"Relative abundance",65,"Kenya",0.459,36.20666667
"155",68,NA,1059,"Nakuru Wildlife Conservancy",2012.178082,NA,NA,"Panthera pardus",0.00537957,"Relative abundance",65,"Kenya",0.459,36.20666667
"156",68,NA,1059,"Nakuru Wildlife Conservancy",2012.59726,NA,NA,"Panthera pardus",0.00153702,"Relative abundance",65,"Kenya",0.459,36.20666667
"157",68,NA,1059,"Nakuru Wildlife Conservancy",2013.178082,NA,NA,"Panthera pardus",0.00537957,"Relative abundance",65,"Kenya",0.459,36.20666667
"158",68,NA,1059,"Nakuru Wildlife Conservancy",2014.178082,NA,NA,"Panthera pardus",0.00384255,"Relative abundance",65,"Kenya",0.459,36.20666667
"159",68,NA,1059,"Nakuru Wildlife Conservancy",2014.59726,NA,NA,"Panthera pardus",0.00691659,"Relative abundance",65,"Kenya",0.459,36.20666667
"160",68,NA,1059,"Nakuru Wildlife Conservancy",2015.178082,NA,NA,"Panthera pardus",0.00845361,"Relative abundance",65,"Kenya",0.459,36.20666667
"161",68,NA,1060,"Nakuru Wildlife Conservancy",1996,NA,NA,"Panthera leo",0,"Relative abundance",66,"Kenya",0.459,36.20666667
"162",68,NA,1060,"Nakuru Wildlife Conservancy",1996.50411,NA,NA,"Panthera leo",0,"Relative abundance",66,"Kenya",0.459,36.20666667
"163",68,NA,1060,"Nakuru Wildlife Conservancy",1997,NA,NA,"Panthera leo",0,"Relative abundance",66,"Kenya",0.459,36.20666667
"164",68,NA,1060,"Nakuru Wildlife Conservancy",1997.586301,NA,NA,"Panthera leo",0.000535904,"Relative abundance",66,"Kenya",0.459,36.20666667
"165",68,NA,1060,"Nakuru Wildlife Conservancy",1998,NA,NA,"Panthera leo",0,"Relative abundance",66,"Kenya",0.459,36.20666667
"166",68,NA,1060,"Nakuru Wildlife Conservancy",1998.586301,NA,NA,"Panthera leo",0,"Relative abundance",66,"Kenya",0.459,36.20666667
"167",68,NA,1060,"Nakuru Wildlife Conservancy",1999.084932,NA,NA,"Panthera leo",0,"Relative abundance",66,"Kenya",0.459,36.20666667
"168",68,NA,1060,"Nakuru Wildlife Conservancy",1999.586301,NA,NA,"Panthera leo",0,"Relative abundance",66,"Kenya",0.459,36.20666667
"169",68,NA,1060,"Nakuru Wildlife Conservancy",2000.087671,NA,NA,"Panthera leo",0,"Relative abundance",66,"Kenya",0.459,36.20666667
"170",68,NA,1060,"Nakuru Wildlife Conservancy",2000.506849,NA,NA,"Panthera leo",0,"Relative abundance",66,"Kenya",0.459,36.20666667
"171",68,NA,1060,"Nakuru Wildlife Conservancy",2000.841096,NA,NA,"Panthera leo",0,"Relative abundance",66,"Kenya",0.459,36.20666667
"172",68,NA,1060,"Nakuru Wildlife Conservancy",2002.005479,NA,NA,"Panthera leo",0.001511624,"Relative abundance",66,"Kenya",0.459,36.20666667
"173",68,NA,1060,"Nakuru Wildlife Conservancy",2002.509589,NA,NA,"Panthera leo",0.001351261,"Relative abundance",66,"Kenya",0.459,36.20666667
"174",68,NA,1060,"Nakuru Wildlife Conservancy",2003.087671,NA,NA,"Panthera leo",0.011123347,"Relative abundance",66,"Kenya",0.459,36.20666667
"175",68,NA,1060,"Nakuru Wildlife Conservancy",2009.512329,NA,NA,"Panthera leo",0.00075665,"Relative abundance",66,"Kenya",0.459,36.20666667
"176",68,NA,1060,"Nakuru Wildlife Conservancy",2011.175342,NA,NA,"Panthera leo",0.00075665,"Relative abundance",66,"Kenya",0.459,36.20666667
"177",68,NA,1060,"Nakuru Wildlife Conservancy",2012.178082,NA,NA,"Panthera leo",0.00076851,"Relative abundance",66,"Kenya",0.459,36.20666667
"178",68,NA,1060,"Nakuru Wildlife Conservancy",2012.59726,NA,NA,"Panthera leo",0,"Relative abundance",66,"Kenya",0.459,36.20666667
"179",68,NA,1060,"Nakuru Wildlife Conservancy",2013.178082,NA,NA,"Panthera leo",0.00076851,"Relative abundance",66,"Kenya",0.459,36.20666667
"180",68,NA,1060,"Nakuru Wildlife Conservancy",2014.178082,NA,NA,"Panthera leo",0.00076851,"Relative abundance",66,"Kenya",0.459,36.20666667
"181",68,NA,1060,"Nakuru Wildlife Conservancy",2014.59726,NA,NA,"Panthera leo",0.00230553,"Relative abundance",66,"Kenya",0.459,36.20666667
"182",68,NA,1060,"Nakuru Wildlife Conservancy",2015.178082,NA,NA,"Panthera leo",0.00922212,"Relative abundance",66,"Kenya",0.459,36.20666667
"183",68,NA,1061,"Nakuru Wildlife Conservancy",1996,NA,NA,"Canis aureus",0.061121418,"Relative abundance",67,"Kenya",0.459,36.20666667
"184",68,NA,1061,"Nakuru Wildlife Conservancy",1996.50411,NA,NA,"Canis aureus",0.117103952,"Relative abundance",67,"Kenya",0.459,36.20666667
"185",68,NA,1061,"Nakuru Wildlife Conservancy",1997,NA,NA,"Canis aureus",0.076788429,"Relative abundance",67,"Kenya",0.459,36.20666667
"186",68,NA,1061,"Nakuru Wildlife Conservancy",1997.586301,NA,NA,"Canis aureus",0.228830849,"Relative abundance",67,"Kenya",0.459,36.20666667
"187",68,NA,1061,"Nakuru Wildlife Conservancy",1998,NA,NA,"Canis aureus",0.120641749,"Relative abundance",67,"Kenya",0.459,36.20666667
"188",68,NA,1061,"Nakuru Wildlife Conservancy",1998.586301,NA,NA,"Canis aureus",0.067690485,"Relative abundance",67,"Kenya",0.459,36.20666667
"189",68,NA,1061,"Nakuru Wildlife Conservancy",1999.084932,NA,NA,"Canis aureus",0.096710144,"Relative abundance",67,"Kenya",0.459,36.20666667
"190",68,NA,1061,"Nakuru Wildlife Conservancy",1999.586301,NA,NA,"Canis aureus",0.066303463,"Relative abundance",67,"Kenya",0.459,36.20666667
